"name";"url";"prc";"oldprc";"stk";"num";"var";"act";"hit";"brd";"cat";"relp";"vimg";"cur";"imgs";"shdesc";"desc";"mett";"metd";"metk";"diagekr";"akamulatorl";"razekr";"PitanieLiIon";"cveta";"ves";"multysimcard";"corpstype";"operazionajsistema";"gps";"kamera";"podderzhkakartpamjati";"zastotaprozesora";"podderzkakartpamjati";"operativnayapamyat";"kolichestvoprocessorov";"besprovodnayacvyaz";"korpys"
"Зарядное устройство-подставка Samsung EDD-D100WEGSTD TAB/TAB2 desktop dock White";"zariadnoe-ustroistvo-podstavka-samsung-edd-d100wegstd-tab-tab2-desktop-dock-white";"100";"0";"0";"200403";"Зарядное устройство-подставка Samsung EDD-D100WEGSTD TAB/TAB2 desktop dock White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"6206_main_origin.jpg";"2";"";"<ul><li>Зарядное устройство-подставка Galaxy TAB/TAB2/NOTE 10.1</li></ul>";"<ul>    <li>Интерфейс 1: 30-контактный</li>    <li>Интерфейс 2: 3.5 мм аудио линейный выход</li>    <li>Цвет: белый</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Подставка с зарядным устройством Samsung EBH1A2USBECSTD Black";"podstavka-s-zariadnym-ustroistvom-samsung-ebh1a2usbecstd-black";"100";"0";"0";"200404";"Подставка с зарядным устройством Samsung EBH1A2USBECSTD Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"6207_main_origin.jpg";"2";"";"<ul><li> Для зарядки Samsung GT-I9100 Galaxy S2 </li></ul>";"<ul>    <li>Для зарядки Samsung GT-I9100 Galaxy S2</li>    <li>Цвет: черный</li>    <li>Вес: 45 г.</li>    <li>Габариты: 12.6 х 58.45 х 104.9 мм</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Подставка-держатель Samsung EB-H1J9VNEGSTD N7100 White (+ аккумулятор)";"podstavka-derzhatel-samsung-eb-h1j9vnegstd-n7100-white-akkumuliator";"12";"0";"1";"200405";"Подставка-держатель Samsung EB-H1J9VNEGSTD N7100 White (+ аккумулятор)";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"6208_main_origin.jpg";"2";"6208_0.jpg|6208_1.jpg";"<ul><li>Подставка-держатель для телефона с возможностью зарядки дополнительного аккумулятора</li><li><i>В комплекте аккумулятор</i></li></ul>";"<ul>    <li>Аккумулятор емкостью 3100 mAh в комплекте;</li>    <li>Отличное решение для тех, кто любит постоянно быть на связи и имеет более одного аккумулятора для Galaxy Note 2 (N7100);</li>    <li>Данный аксессуар быстро и беспрепятственно зарядит Ваш дополнительный аккумулятор;</li>    <li>Зарядное устройство совместимо с аккумулятором Galaxy Note 2 (N7100);</li>    <li>Встроенный microUSB порт позволит использовать стандартное сетевое устройство, которое идет в комплекте с Galaxy Note 2 (N7100);</li>    <li>Возможно использовать в качестве подставки для <a>Galaxy Note 2 (N7100)</a>.</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Чехол HTC HC V841";"chehol-htc-hc-v841";"100";"";"0";"200448";"Чехол HTC HC V841";"1";"";"HTC";"Телефония, МР3-плееры, GPS/Телефоны/Чехлы для телефонов";"";"10734_main_origin.jpg";"2";"10734_0.jpg|10734_1.jpg";"<ul><li> Материал - микроволокно/поликарбонат под кожу</li><li> Цвет – черный/красный</li></ul>";"<p><strong>У тебя все под контролем</strong></p><p>Передняя крышка лицевой панели обеспечивает защиту экрана твоего нового HTC One, оберегая его от ударов и царапин. Ее можно с легкостью откинуть и начать действовать.</p><p><strong>Смотри на мир по-своему</strong></p><p>Снова поверни крышку, и твой новый HTC One получит удобную подставку — идеальную для просмотра фильмов или прослушивания аудиозаписей без необходимости держать телефон в руках.</p><p><strong>Привлекательный, долговечный вид</strong></p><p>Чехол Дабл Дип Флип сделан из первоклассного замшевого материала. Он подчеркивает красоту и прочность твоего нового HTC One.</p>";"";"";"";"";"";"";"";"";"";"";"купить Чехол HTC HC V841";"";"";"";"";"";"";"";"";"";""
"Чехол Samsung EFC-1G6PPECSTD I9300 Pink";"chehol-samsung-efc-1g6ppecstd-i9300-pink";"7";"";"1";"200467";"Чехол Samsung EFC-1G6PPECSTD I9300 Pink";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Чехлы для телефонов";"";"12162_main_origin.jpg";"2";"";"<ul><li> Материал - силикон</li><li> Цвет – розовый</li></ul>";"<ul>    <li>Материал: cиликон</li>    <li>Совместимость: <a>Samsung Galaxy S III I9300 </a></li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Чехол Samsung EFC-1G6SWECSTD I9300 White";"chehol-samsung-efc-1g6swecstd-i9300-white";"7";"";"1";"200468";"Чехол Samsung EFC-1G6SWECSTD I9300 White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Чехлы для телефонов";"";"12163_main_origin.jpg";"2";"";"<ul><li> Материал - силикон</li><li> Цвет – белый</li></ul>";"<ul>    <li>Материал: cиликон</li>    <li>Совместимость: <a>Samsung Galaxy S III I9300 </a></li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Чехол Samsung EFC-1G6WBECSTD Blue";"chehol-samsung-efc-1g6wbecstd-blue";"100";"";"0";"200469";"Чехол Samsung EFC-1G6WBECSTD Blue";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Чехлы для телефонов";"";"12164_main_origin.jpg";"2";"";"<ul><li> Материал - cиликон</li><li> Цвет - синий</li></ul>";"<ul>    <li>Материал: cиликон</li>    <li>Совместимость: <a>Samsung Galaxy S III I9300 </a></li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Чехол Samsung EFC-1G6WPECSTD I9300 Pink";"chehol-samsung-efc-1g6wpecstd-i9300-pink";"7";"";"1";"200470";"Чехол Samsung EFC-1G6WPECSTD I9300 Pink";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Чехлы для телефонов";"";"12165_main_origin.jpg";"2";"";"<ul><li> Материал - силикон</li><li> Цвет – розовый</li></ul>";"<ul>    <li>Материал: cиликон</li>    <li>Совместимость: <a>Samsung Galaxy S III I9300 </a></li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Чехол Samsung EFC-1G6WWECSTD White";"chehol-samsung-efc-1g6wwecstd-white";"100";"";"0";"200471";"Чехол Samsung EFC-1G6WWECSTD White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Чехлы для телефонов";"";"1404815.jpg";"2";"";"<ul><li> Материал - силикон</li><li> Цвет – белый, полупрозрачный</li></ul>";"<ul>    <li>Материал - силикон</li>    <li>Цвет – белый, полупрозрачный</li>    <li>Совместимость: <a>Samsung Galaxy S III I9300</a></li>    <li><o:p>Свойства: водоотталкивающий чехол</o:p></li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Чехол Samsung EFC-1H8NGECSTD P5100/P5110";"chehol-samsung-efc-1h8ngecstd-p5100-p5110";"100";"";"0";"200472";"Чехол Samsung EFC-1H8NGECSTD P5100/P5110";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Чехлы для телефонов";"";"12167_main_origin.jpg";"2";"";"<ul><li>Для мобильных интернет-устройств Samsung P5100/P5110</li><li><i>Черный цвет</i></li></ul>";"<p>Чехол из синтетической кожи, цвет черный, для <a>P5100</a>/<a>P5110</a></p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Чехол Samsung EFC-1J9BBEGSTD N7100 Black";"chehol-samsung-efc-1j9bbegstd-n7100-black";"100";"";"0";"200473";"Чехол Samsung EFC-1J9BBEGSTD N7100 Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Чехлы для телефонов";"";"12168_main_origin.jpg";"2";"";"<ul><li> Материал - поликарбонат, термопластичный полиуретан </li><li> Цвет – черный</li></ul>";"<ul>    <li>Материал: Поликарбонат и термопластичный полиуретан</li>    <li>Защитный чехол для Samsung <a>GALAXY Note II </a></li>    <li>Тип упаковки: Блистер</li>    <li>Размеры: 154.2 x 83.7 x 11.6мм</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Чехол Samsung EFC-1J9BPEGSTD N7100 Pink";"chehol-samsung-efc-1j9bpegstd-n7100-pink";"100";"";"0";"200474";"Чехол Samsung EFC-1J9BPEGSTD N7100 Pink";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Чехлы для телефонов";"";"12169_main_origin.jpg";"2";"";"<ul><li> Материал - поликарбонат, термопластичный полиуретан </li><li> Цвет - розовый</li></ul>";"<ul>    <li>Материал: Поликарбонат и термопластичный полиуретан</li>    <li>Защитный чехол для Samsung <a>GALAXY Note II </a></li>    <li>Тип упаковки: Блистер</li>    <li>Размеры: 154.2 x 83.7 x 11.6мм</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Чехол Samsung EFC-1J9BWEGSTD N7100 White";"chehol-samsung-efc-1j9bwegstd-n7100-white";"100";"";"0";"200475";"Чехол Samsung EFC-1J9BWEGSTD N7100 White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Чехлы для телефонов";"";"12170_main_origin.jpg";"2";"";"<ul><li> Материал - поликарбонат, термопластичный полиуретан </li><li> Цвет – белый</li></ul>";"<ul>    <li>Материал: Поликарбонат и термопластичный полиуретан</li>    <li>Защитный чехол для Samsung <a>GALAXY Note II </a></li>    <li>Тип упаковки: Блистер</li>    <li>Размеры: 154.2 x 83.7 x 11.6мм</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Чехол-книжка Samsung EFC-1G2NAECSTD Amber Brown";"chehol-knizhka-samsung-efc-1g2naecstd-amber-brown";"100";"";"0";"200476";"Чехол-книжка Samsung EFC-1G2NAECSTD Amber Brown";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Чехлы для телефонов";"";"12171_main_origin.jpg";"2";"12171_0.jpg|12171_1.jpg|12171_2.jpg|12171_3.jpg";"<ul><li> Материал: Полиуретан (PU) и поликарбонат (PC)</li><li> Цвет - Янтарно-коричневый</li></ul>";"<p>Чехол <strong>EFC-1G2N</strong> позволяет не только оптимально защитить ваш Samsung GALAXY Note 10.1 от внешних воздействий, попадания грязи и пыли, но и добавить комфорта при работе с планшетом, благодаря свободному доступу ко всем разъемам устройства и легкому превращению чехла в удобную подставку.</p><ul>    <li>Материал: Полиуретан (PU) и поликарбонат (PC)</li>    <li>Тип фиксации: Магнит</li>    <li>Чехол-книжка для Samsung GALAXY Note 10.1</li>    <li>Размеры: 279 x 224 x 9 мм</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
